landlord_id,title,city,region,address,bedrooms,bathrooms,area,price,total_floors,orientation,decoration,description,status,view_count,created_at
6,Huangpu 舒适两居室,Shanghai,Huangpu,Huangpu,2,1,113,16799,15,west,simple,2室1卫，面积 113 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-01
7,Dapeng 拎包入住公寓,Shenzhen,Dapeng,Dapeng,3,1,176,18173,6,west,simple,3室1卫，面积 176 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-25
8,Jiangxia 舒适两居室,Wuhan,Jiangxia,Jiangxia,2,1,95,4493,20,south,rough,2室1卫，面积 95 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-11
9,出租 Weiyang 精装房,Xi'an,Weiyang,Weiyang,2,1,74,4574,9,east,rough,2室1卫，面积 74 平米，rough装修，east朝向，拎包入住。,available,0,2022-07-01
10,Yuhuatai 拎包入住公寓,Nanjing,Yuhuatai,Yuhuatai,2,1,79,4589,11,north,simple,2室1卫，面积 79 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-22
11,Guangzhou Huangpu 地铁房,Guangzhou,Huangpu,Huangpu,1,1,55,4410,10,south,rough,1室1卫，面积 55 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-06
12,HangzhouYuhang 温馨好房,Hangzhou,Yuhang,Yuhang,2,1,64,4043,33,south,rough,2室1卫，面积 64 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-06
13,Shunyi 南北通透户型,Beijing,Shunyi,Shunyi,2,2,89,14510,15,east,simple,2室2卫，面积 89 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-06
14,Chengdu Qingbaijiang 地铁房,Chengdu,Qingbaijiang,Qingbaijiang,3,1,127,10513,19,north,simple,3室1卫，面积 127 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-19
15,出租 Yunan 精装房,Chongqing,Yunan,Yunan,2,2,113,7498,16,east,simple,2室2卫，面积 113 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-29
16,Minhang 南北通透户型,Shanghai,Minhang,Minhang,1,1,41,4043,25,south,rough,1室1卫，面积 41 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-30
17,Pingshan 学区房出租,Shenzhen,Pingshan,Pingshan,2,1,85,10947,26,north,rough,2室1卫，面积 85 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-10
18,Qiaokou 拎包入住公寓,Wuhan,Qiaokou,Qiaokou,2,1,107,5956,28,east,rough,2室1卫，面积 107 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-14
19,出租 Baqiao 精装房,Xi'an,Baqiao,Baqiao,2,1,116,6742,31,east,simple,2室1卫，面积 116 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-14
20,Liuhe 拎包入住公寓,Nanjing,Liuhe,Liuhe,2,2,73,5680,9,north,simple,2室2卫，面积 73 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-17
21,精致 Haizhu 公寓,Guangzhou,Haizhu,Haizhu,3,2,161,12615,22,east,simple,3室2卫，面积 161 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-19
22,Lin'an 舒适两居室,Hangzhou,Lin'an,Lin'an,1,1,45,6996,27,south,fine,1室1卫，面积 45 平米，fine装修，south朝向，拎包入住。,available,0,2022-05-01
23,Shunyi 学区房出租,Beijing,Shunyi,Shunyi,1,2,36,5273,23,west,simple,1室2卫，面积 36 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-02
24,ChengduXindu 温馨好房,Chengdu,Xindu,Xindu,3,1,147,7436,19,west,simple,3室1卫，面积 147 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-19
25,Chongqing Jiangbei 地铁房,Chongqing,Jiangbei,Jiangbei,3,1,74,4409,12,south,simple,3室1卫，面积 74 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-27
26,精致 Hongkou 公寓,Shanghai,Hongkou,Hongkou,2,2,108,10269,32,west,simple,2室2卫，面积 108 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-29
27,Yantian 拎包入住公寓,Shenzhen,Yantian,Yantian,3,2,175,9608,24,north,rough,3室2卫，面积 175 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-16
28,Wuchang 舒适两居室,Wuhan,Wuchang,Wuchang,1,1,82,5281,15,north,rough,1室1卫，面积 82 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-02
29,Lintong 舒适两居室,Xi'an,Lintong,Lintong,2,1,117,7388,19,east,fine,2室1卫，面积 117 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-25
30,Jianye 学区房出租,Nanjing,Jianye,Jianye,2,1,86,9478,24,south,simple,2室1卫，面积 86 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-15
31,Zengcheng 舒适两居室,Guangzhou,Zengcheng,Zengcheng,2,1,65,4372,24,north,simple,2室1卫，面积 65 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-06
32,出租 Binjiang 精装房,Hangzhou,Binjiang,Binjiang,1,1,47,5375,21,north,rough,1室1卫，面积 47 平米，rough装修，north朝向，拎包入住。,available,0,2022-07-06
33,Daxing 舒适两居室,Beijing,Daxing,Daxing,3,1,109,20270,18,south,simple,3室1卫，面积 109 平米，simple装修，south朝向，拎包入住。,available,0,2022-07-06
34,ChengduWuhou 温馨好房,Chengdu,Wuhou,Wuhou,3,1,178,9398,32,west,simple,3室1卫，面积 178 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-27
35,ChongqingJiangbei 温馨好房,Chongqing,Jiangbei,Jiangbei,2,1,95,3076,11,east,simple,2室1卫，面积 95 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-04
36,出租 Yangpu 精装房,Shanghai,Yangpu,Yangpu,2,1,85,9789,20,east,rough,2室1卫，面积 85 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-01
37,Nanshan 舒适两居室,Shenzhen,Nanshan,Nanshan,3,1,174,20189,34,north,simple,3室1卫，面积 174 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-21
38,Jianghan 舒适两居室,Wuhan,Jianghan,Jianghan,3,1,178,13014,35,south,simple,3室1卫，面积 178 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-06
39,Chang'an 舒适两居室,Xi'an,Chang'an,Chang'an,3,1,154,5787,33,south,rough,3室1卫，面积 154 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-21
40,Lishui 南北通透户型,Nanjing,Lishui,Lishui,3,1,171,12341,26,west,rough,3室1卫，面积 171 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-14
41,Guangzhou Zengcheng 地铁房,Guangzhou,Zengcheng,Zengcheng,1,1,49,3862,9,east,rough,1室1卫，面积 49 平米，rough装修，east朝向，拎包入住。,available,0,2022-07-10
42,Qiantang 拎包入住公寓,Hangzhou,Qiantang,Qiantang,2,2,63,7031,16,east,rough,2室2卫，面积 63 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-05
43,Haidian 舒适两居室,Beijing,Haidian,Haidian,2,1,111,17377,6,west,rough,2室1卫，面积 111 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-17
44,精致 Shuangliu 公寓,Chengdu,Shuangliu,Shuangliu,3,2,121,6512,30,north,rough,3室2卫，面积 121 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-06
45,Yuzhong 南北通透户型,Chongqing,Yuzhong,Yuzhong,2,1,62,3019,21,north,rough,2室1卫，面积 62 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-16
46,Putuo 学区房出租,Shanghai,Putuo,Putuo,3,1,158,15425,21,east,simple,3室1卫，面积 158 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-16
47,Yantian 拎包入住公寓,Shenzhen,Yantian,Yantian,3,1,165,24484,23,south,simple,3室1卫，面积 165 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-24
48,精致 Caidian 公寓,Wuhan,Caidian,Caidian,2,1,85,3921,6,west,simple,2室1卫，面积 85 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-16
49,Weiyang 学区房出租,Xi'an,Weiyang,Weiyang,3,1,173,5407,15,south,rough,3室1卫，面积 173 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-10
50,Pukou 舒适两居室,Nanjing,Pukou,Pukou,2,1,108,9698,23,south,rough,2室1卫，面积 108 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-12
51,GuangzhouTianhe 温馨好房,Guangzhou,Tianhe,Tianhe,2,2,113,6408,23,west,rough,2室2卫，面积 113 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-10
52,精致 Shangcheng 公寓,Hangzhou,Shangcheng,Shangcheng,3,1,99,8903,16,west,simple,3室1卫，面积 99 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-02
53,Tongzhou 学区房出租,Beijing,Tongzhou,Tongzhou,1,1,72,10346,9,west,simple,1室1卫，面积 72 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-20
54,Qingbaijiang 舒适两居室,Chengdu,Qingbaijiang,Qingbaijiang,2,1,98,7928,11,west,simple,2室1卫，面积 98 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-09
55,出租 Yunan 精装房,Chongqing,Yunan,Yunan,2,1,104,4331,9,east,rough,2室1卫，面积 104 平米，rough装修，east朝向，拎包入住。,available,0,2022-07-05
56,Shanghai Hongkou 地铁房,Shanghai,Hongkou,Hongkou,2,1,99,10784,23,west,simple,2室1卫，面积 99 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-04
57,Yantian 南北通透户型,Shenzhen,Yantian,Yantian,4,3,146,7677,11,east,rough,4室3卫，面积 146 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-25
58,Wuhan Wuchang 地铁房,Wuhan,Wuchang,Wuchang,4,2,161,8223,27,north,simple,4室2卫，面积 161 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-25
59,Weiyang 南北通透户型,Xi'an,Weiyang,Weiyang,2,1,90,3458,21,north,rough,2室1卫，面积 90 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-16
60,出租 Gulou 精装房,Nanjing,Gulou,Gulou,2,1,85,4531,8,east,rough,2室1卫，面积 85 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-06
61,Guangzhou Haizhu 地铁房,Guangzhou,Haizhu,Haizhu,3,1,126,10712,31,west,simple,3室1卫，面积 126 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-25
62,出租 Linping 精装房,Hangzhou,Linping,Linping,2,1,106,11063,11,south,rough,2室1卫，面积 106 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-20
63,精致 Tongzhou 公寓,Beijing,Tongzhou,Tongzhou,1,2,41,4444,19,east,rough,1室2卫，面积 41 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-16
64,Wenjiang 学区房出租,Chengdu,Wenjiang,Wenjiang,2,1,56,3188,30,north,simple,2室1卫，面积 56 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-16
65,Chongqing Yongchuan 地铁房,Chongqing,Yongchuan,Yongchuan,2,1,72,3010,7,north,rough,2室1卫，面积 72 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-16
66,Hongkou 学区房出租,Shanghai,Hongkou,Hongkou,2,1,55,9896,30,east,simple,2室1卫，面积 55 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-12
67,Shenzhen Yantian 地铁房,Shenzhen,Yantian,Yantian,2,1,111,8510,25,west,rough,2室1卫，面积 111 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-06
68,Jianghan 拎包入住公寓,Wuhan,Jianghan,Jianghan,2,1,110,6542,31,north,rough,2室1卫，面积 110 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-14
69,Yanta 南北通透户型,Xi'an,Yanta,Yanta,3,1,76,6158,26,north,simple,3室1卫，面积 76 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-14
70,NanjingGulou 温馨好房,Nanjing,Gulou,Gulou,3,2,153,15033,23,north,simple,3室2卫，面积 153 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-20
71,出租 Yuexiu 精装房,Guangzhou,Yuexiu,Yuexiu,2,2,65,6045,19,north,simple,2室2卫，面积 65 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-28
72,出租 Yuhang 精装房,Hangzhou,Yuhang,Yuhang,2,1,64,8918,25,east,fine,2室1卫，面积 64 平米，fine装修，east朝向，拎包入住。,available,0,2022-07-02
73,Xicheng 舒适两居室,Beijing,Xicheng,Xicheng,2,1,60,5671,20,north,rough,2室1卫，面积 60 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-16
74,精致 Wenjiang 公寓,Chengdu,Wenjiang,Wenjiang,3,1,165,10525,20,west,simple,3室1卫，面积 165 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-10
75,Jiangbei 学区房出租,Chongqing,Jiangbei,Jiangbei,2,1,107,4469,18,south,simple,2室1卫，面积 107 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-22
76,Shanghai Baoshan 地铁房,Shanghai,Baoshan,Baoshan,3,1,147,24391,18,east,fine,3室1卫，面积 147 平米，fine装修，east朝向，拎包入住。,available,0,2022-07-01
77,Futian 舒适两居室,Shenzhen,Futian,Futian,3,2,87,8080,28,west,rough,3室2卫，面积 87 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-17
78,Hannan 学区房出租,Wuhan,Hannan,Hannan,2,2,82,4979,14,south,fine,2室2卫，面积 82 平米，fine装修，south朝向，拎包入住。,available,0,2022-05-14
79,Xi'an Yanliang 地铁房,Xi'an,Yanliang,Yanliang,4,2,129,7999,16,north,simple,4室2卫，面积 129 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-28
80,Qixia 舒适两居室,Nanjing,Qixia,Qixia,4,2,120,9462,18,west,simple,4室2卫，面积 120 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-30
81,Guangzhou Nansha 地铁房,Guangzhou,Nansha,Nansha,2,1,100,7404,18,north,rough,2室1卫，面积 100 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-20
82,出租 Qiantang 精装房,Hangzhou,Qiantang,Qiantang,3,1,170,13430,28,west,simple,3室1卫，面积 170 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-10
83,Shijingshan 舒适两居室,Beijing,Shijingshan,Shijingshan,2,2,93,8490,11,south,rough,2室2卫，面积 93 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-12
84,Wenjiang 学区房出租,Chengdu,Wenjiang,Wenjiang,3,1,123,9263,18,west,simple,3室1卫，面积 123 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-21
85,Beibei 学区房出租,Chongqing,Beibei,Beibei,3,2,108,9789,20,north,fine,3室2卫，面积 108 平米，fine装修，north朝向，拎包入住。,available,0,2022-07-06
86,出租 Baoshan 精装房,Shanghai,Baoshan,Baoshan,2,1,77,10706,17,north,simple,2室1卫，面积 77 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-12
87,精致 Dapeng 公寓,Shenzhen,Dapeng,Dapeng,1,2,53,4730,15,east,rough,1室2卫，面积 53 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-30
88,出租 Hanyang 精装房,Wuhan,Hanyang,Hanyang,2,1,118,7870,35,south,simple,2室1卫，面积 118 平米，simple装修，south朝向，拎包入住。,available,0,2022-04-30
89,Yanta 拎包入住公寓,Xi'an,Yanta,Yanta,2,1,100,3768,27,west,rough,2室1卫，面积 100 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-11
90,Xuanwu 南北通透户型,Nanjing,Xuanwu,Xuanwu,2,2,90,4874,23,west,simple,2室2卫，面积 90 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-10
91,Panyu 学区房出租,Guangzhou,Panyu,Panyu,1,1,67,6981,13,east,simple,1室1卫，面积 67 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-14
92,Hangzhou Qiantang 地铁房,Hangzhou,Qiantang,Qiantang,2,2,89,8668,25,east,simple,2室2卫，面积 89 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-06
93,出租 Haidian 精装房,Beijing,Haidian,Haidian,2,2,65,12111,8,east,fine,2室2卫，面积 65 平米，fine装修，east朝向，拎包入住。,available,0,2022-05-14
94,Longquanyi 拎包入住公寓,Chengdu,Longquanyi,Longquanyi,3,2,174,15464,8,east,simple,3室2卫，面积 174 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-14
95,Chongqing Dadukou 地铁房,Chongqing,Dadukou,Dadukou,1,1,43,1762,28,north,rough,1室1卫，面积 43 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-10
96,出租 Pudong 精装房,Shanghai,Pudong,Pudong,3,1,130,30000,35,south,fine,3室1卫，面积 130 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-24
97,Shenzhen Guangming 地铁房,Shenzhen,Guangming,Guangming,1,1,68,6693,33,east,fine,1室1卫，面积 68 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-25
98,精致 Hanyang 公寓,Wuhan,Hanyang,Hanyang,2,2,90,8337,30,south,simple,2室2卫，面积 90 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-16
99,Chang'an 拎包入住公寓,Xi'an,Chang'an,Chang'an,3,1,103,5058,7,north,simple,3室1卫，面积 103 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-17
100,Jianye 拎包入住公寓,Nanjing,Jianye,Jianye,1,1,59,5641,15,west,fine,1室1卫，面积 59 平米，fine装修，west朝向，拎包入住。,available,0,2022-05-12
1,Zengcheng 拎包入住公寓,Guangzhou,Zengcheng,Zengcheng,2,1,75,4557,14,east,rough,2室1卫，面积 75 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-12
2,Shangcheng 舒适两居室,Hangzhou,Shangcheng,Shangcheng,3,1,108,6787,29,west,simple,3室1卫，面积 108 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-12
3,Beijing Tongzhou 地铁房,Beijing,Tongzhou,Tongzhou,3,2,153,18837,7,east,simple,3室2卫，面积 153 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-03
4,精致 Shuangliu 公寓,Chengdu,Shuangliu,Shuangliu,2,1,53,2385,16,south,rough,2室1卫，面积 53 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-06
5,Yuzhong 拎包入住公寓,Chongqing,Yuzhong,Yuzhong,1,2,79,3506,17,east,rough,1室2卫，面积 79 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-22
6,Jing-an 拎包入住公寓,Shanghai,Jing-an,Jing-an,3,1,112,19663,21,south,fine,3室1卫，面积 112 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-22
7,Yantian 学区房出租,Shenzhen,Yantian,Yantian,2,1,72,9969,33,south,fine,2室1卫，面积 72 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-27
8,Qiaokou 拎包入住公寓,Wuhan,Qiaokou,Qiaokou,2,1,63,2291,29,west,simple,2室1卫，面积 63 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-26
9,Yanliang 舒适两居室,Xi'an,Yanliang,Yanliang,3,1,154,6739,22,west,simple,3室1卫，面积 154 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-28
10,Nanjing Pukou 地铁房,Nanjing,Pukou,Pukou,3,2,90,8363,28,east,simple,3室2卫，面积 90 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-05
11,Zengcheng 舒适两居室,Guangzhou,Zengcheng,Zengcheng,2,1,119,7371,25,south,simple,2室1卫，面积 119 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-10
12,Shangcheng 学区房出租,Hangzhou,Shangcheng,Shangcheng,2,1,114,6657,17,west,rough,2室1卫，面积 114 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-06
13,BeijingChangping 温馨好房,Beijing,Changping,Changping,3,1,171,24582,35,north,simple,3室1卫，面积 171 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-06
14,Xindu 舒适两居室,Chengdu,Xindu,Xindu,2,2,75,3822,14,south,rough,2室2卫，面积 75 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-22
15,Yongchuan 学区房出租,Chongqing,Yongchuan,Yongchuan,2,1,53,1671,22,east,rough,2室1卫，面积 53 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-22
16,ShanghaiYangpu 温馨好房,Shanghai,Yangpu,Yangpu,2,1,59,9216,6,south,rough,2室1卫，面积 59 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-22
17,出租 Luohu 精装房,Shenzhen,Luohu,Luohu,2,1,90,7018,12,east,simple,2室1卫，面积 90 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-12
18,Wuhan Hannan 地铁房,Wuhan,Hannan,Hannan,2,1,114,7664,30,south,rough,2室1卫，面积 114 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-17
19,精致 Xincheng 公寓,Xi'an,Xincheng,Xincheng,2,1,114,7151,17,west,simple,2室1卫，面积 114 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-19
20,Nanjing Jiangning 地铁房,Nanjing,Jiangning,Jiangning,1,1,33,2828,23,east,rough,1室1卫，面积 33 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-25
21,Guangzhou Liwan 地铁房,Guangzhou,Liwan,Liwan,2,1,50,3817,30,north,simple,2室1卫，面积 50 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-10
22,Hangzhou Binjiang 地铁房,Hangzhou,Binjiang,Binjiang,3,1,80,6459,7,north,simple,3室1卫，面积 80 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-03
23,出租 Tongzhou 精装房,Beijing,Tongzhou,Tongzhou,3,2,89,11181,31,north,simple,3室2卫，面积 89 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-31
24,Xindu 南北通透户型,Chengdu,Xindu,Xindu,2,1,111,8037,10,east,simple,2室1卫，面积 111 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-16
25,Yunan 舒适两居室,Chongqing,Yunan,Yunan,2,2,97,2576,11,west,rough,2室2卫，面积 97 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-10
26,精致 Baoshan 公寓,Shanghai,Baoshan,Baoshan,1,1,83,8219,25,south,rough,1室1卫，面积 83 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-25
27,Luohu 学区房出租,Shenzhen,Luohu,Luohu,4,2,178,11314,17,east,simple,4室2卫，面积 178 平米，simple装修，east朝向，拎包入住。,available,0,2022-04-30
28,WuhanHanyang 温馨好房,Wuhan,Hanyang,Hanyang,3,1,167,9803,29,north,simple,3室1卫，面积 167 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-01
29,Weiyang 学区房出租,Xi'an,Weiyang,Weiyang,3,1,173,5855,13,south,rough,3室1卫，面积 173 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-06
30,Jiangning 学区房出租,Nanjing,Jiangning,Jiangning,2,2,90,6156,11,east,simple,2室2卫，面积 90 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-25
31,出租 Panyu 精装房,Guangzhou,Panyu,Panyu,3,2,87,9388,26,west,simple,3室2卫，面积 87 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-06
32,Hangzhou Linping 地铁房,Hangzhou,Linping,Linping,2,1,113,16928,13,west,fine,2室1卫，面积 113 平米，fine装修，west朝向，拎包入住。,available,0,2022-05-18
33,精致 Shijingshan 公寓,Beijing,Shijingshan,Shijingshan,2,1,68,9245,20,south,rough,2室1卫，面积 68 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-09
34,Chenghua 舒适两居室,Chengdu,Chenghua,Chenghua,3,1,88,4771,9,east,rough,3室1卫，面积 88 平米，rough装修，east朝向，拎包入住。,available,0,2022-07-06
35,精致 Yongchuan 公寓,Chongqing,Yongchuan,Yongchuan,2,1,68,2563,27,east,rough,2室1卫，面积 68 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-06
36,Putuo 南北通透户型,Shanghai,Putuo,Putuo,3,1,87,15676,22,north,simple,3室1卫，面积 87 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-05
37,Guangming 学区房出租,Shenzhen,Guangming,Guangming,2,1,115,6640,30,east,rough,2室1卫，面积 115 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-25
38,出租 Qiaokou 精装房,Wuhan,Qiaokou,Qiaokou,3,1,105,5731,12,south,simple,3室1卫，面积 105 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-26
39,Lianhu 拎包入住公寓,Xi'an,Lianhu,Lianhu,3,1,133,8913,23,west,simple,3室1卫，面积 133 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-06
40,出租 Qixia 精装房,Nanjing,Qixia,Qixia,3,2,76,4624,27,east,simple,3室2卫，面积 76 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-29
41,Huadu 学区房出租,Guangzhou,Huadu,Huadu,3,1,88,11782,10,west,fine,3室1卫，面积 88 平米，fine装修，west朝向，拎包入住。,available,0,2022-04-29
42,HangzhouShangcheng 温馨好房,Hangzhou,Shangcheng,Shangcheng,4,2,135,14110,14,east,simple,4室2卫，面积 135 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-10
43,Shijingshan 拎包入住公寓,Beijing,Shijingshan,Shijingshan,2,2,95,11718,16,north,simple,2室2卫，面积 95 平米，simple装修，north朝向，拎包入住。,available,0,2022-04-30
44,Xindu 南北通透户型,Chengdu,Xindu,Xindu,2,1,83,5142,34,east,rough,2室1卫，面积 83 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-24
45,Beibei 学区房出租,Chongqing,Beibei,Beibei,2,1,86,2550,34,north,rough,2室1卫，面积 86 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-12
46,Baoshan 舒适两居室,Shanghai,Baoshan,Baoshan,3,1,130,15372,17,south,simple,3室1卫，面积 130 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-02
47,ShenzhenPingshan 温馨好房,Shenzhen,Pingshan,Pingshan,1,2,41,3746,12,west,rough,1室2卫，面积 41 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-20
48,出租 Hongshan 精装房,Wuhan,Hongshan,Hongshan,2,2,105,7199,20,east,simple,2室2卫，面积 105 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-05
49,Xi'an Baqiao 地铁房,Xi'an,Baqiao,Baqiao,2,1,107,6661,31,south,rough,2室1卫，面积 107 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-20
50,NanjingJianye 温馨好房,Nanjing,Jianye,Jianye,2,1,94,7061,27,south,rough,2室1卫，面积 94 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-04
51,Guangzhou Zengcheng 地铁房,Guangzhou,Zengcheng,Zengcheng,3,1,147,13684,29,west,simple,3室1卫，面积 147 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-02
52,Binjiang 南北通透户型,Hangzhou,Binjiang,Binjiang,2,1,94,6839,6,east,simple,2室1卫，面积 94 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-14
53,出租 Shijingshan 精装房,Beijing,Shijingshan,Shijingshan,3,2,101,20373,35,north,simple,3室2卫，面积 101 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-28
54,Wuhou 南北通透户型,Chengdu,Wuhou,Wuhou,5,2,138,5705,12,north,rough,5室2卫，面积 138 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-23
55,出租 Yubei 精装房,Chongqing,Yubei,Yubei,1,1,75,3594,6,east,fine,1室1卫，面积 75 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-22
56,Shanghai Putuo 地铁房,Shanghai,Putuo,Putuo,2,1,115,23845,27,west,simple,2室1卫，面积 115 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-12
